Title,Price (PKR),Beds,Baths,Area (Marla),Price Per Marla,Area,Block,Phase,Sector
Amazing 1 Kanal House Near Central Park In DHA-2 Islamabad,119000000.0,5.0,6.0,20.0,5950000.0,DHA Defence Phase 2,,,
Bahria Enclave 2 Bed Cube Apartment 1558 Sq Feet Possession Utility Circulation Charges Paid On Murree Facing Available For Sale,14500000.0,2.0,3.0,6.9,2101449.275362319,Cube Apartments,,,
Luxury 1-Bed Apartment | Smama Star Mall & Residency Ideal Investment Opportunity,11000000.0,1.0,1.0,2.4,4583333.333333334,Smama Star Mall & Residency,,,
House For Sale 40x80,50000000.0,6.0,6.0,14.0,3571428.571428572,G-15,,,G-15
A Good Option For sale Is The House Available In Eighteen In Islamabad,110000000.0,,,20.0,5500000.0,Eighteen,,,
Dha 5 34 Marla Brand New Full Furnished House Prime Location Of Dha2,220000000.0,6.0,6.0,34.0,6470588.235294118,DHA Phase 5,,"Sector A, DHA Defence Phase 5",
Nora Residencies 1 Bed Apartment For Sale,8761000.0,1.0,1.0,4.2,2085952.3809523808,NORA Residences,,,
"Stylish 2 BHK Apartment For Sale At Nora Residences, Islamabad On 3 Year Easy Installment",11700000.0,2.0,2.0,5.5,2127272.727272727,DHA Defence Phase 2,,,
Cda Sector I-10/1 House For Sale Park Face,40000000.0,4.0,4.0,5.0,8000000.0,I-10,,,I-10/1
Prime Location A Centrally Located House Is Available For sale In Islamabad,105000000.0,6.0,6.0,14.0,7500000.0,G-13,,,G-13/2
Two Bed Flat In Islamabad,7800000.0,2.0,2.0,3.6,2166666.6666666665,Defence Residency,,,
"Stylish 3-Bedroom Apartment For Sale In Overseas Block 16, DHA Phase 2 By Gulf Properties",13500000.0,3.0,3.0,5.1,2647058.823529412,Al-Ghurair Giga,"Block 16, Al-Ghurair Giga",,
2 Bed Room Apartment with 2 Balcony :Veiw Apartment Available For Sale investor Rate,11000000.0,2.0,2.0,3.5,3142857.1428571427,Gulberg Greens,,,
DHA Phase 1 Sector F Defence Villas For Sale,36000000.0,3.0,4.0,11.0,3272727.272727273,DHA Phase 1,,"Defence Villas, DHA Phase 1",
Dha2 One kanal Brand new Designer House,109000000.0,5.0,6.0,20.0,5450000.0,DHA Defence Phase 2,,,
One Kanal Luxury House For Sale In DHA DEFENCE PHASE 2. ISLAMABAD,137000000.0,5.0,6.0,20.0,6850000.0,DHA Defence Phase 2,,,
"10 MARLA (35X70) HOUSE FOR SALE G-13 , ISLAMABAD",83000000.0,6.0,6.0,10.0,8300000.0,,,,G-13
50x90 Triple Storey Used House For Sale Proper Corner Wide 70ft In Front & Side Street Wide 50 Ideal Location in The House Reasonable Price!,160000000.0,9.0,6.0,20.0,8000000.0,G-13,,,G-13/4
1 Kanal Brand New House For Sale 3 Storey 9 Bed 3 Unit Corner Spanish House 20 Marla Extra Land. Not Paid 15 Kv Solar Dha Phase 2 Sector E Islamabad,165000000.0,9.0,6.0,20.0,8250000.0,DHA Phase 2,,"Sector E, DHA Defence Phase 2",
10 Marla Brand New Modern House For Sale In Dha Phase 2 Islamabad,75000000.0,5.0,6.0,10.0,7500000.0,DHA Defence Phase 2,,,
6.5 Marla Houses For Sale. 6.5 Marla House For Sale 4 Bedroom 2 Tv Lounge 3 Kitchen Location Imran Khan Chowk,25000000.0,4.0,5.0,6.0,4166666.6666666665,Bani Gala,,,
Amazing 1 Kanal House Near Islamabad Expressway,102500000.0,6.0,7.0,20.0,5125000.0,DHA Defence Phase 2,,,
Triple Storey Corner 1 Kanal 9 Bed House In DHA Islamabad,140000000.0,9.0,7.0,20.0,7000000.0,DHA Defence Phase 2,,,
Investor Alert F6 700 Syd 42x160 Best Location,310000000.0,6.0,7.0,28.0,11071428.57142857,,,,F-6
3 Bedroom'S Margala View Apartment For Sale In Askari Tower 3 Islamabad,36000000.0,3.0,4.0,11.6,3103448.275862069,DHA Defence Phase 5,,,
Bahria Enclave 1 Bed Cube Apartment 1058 Square Feet Possession Utility Circulation Charges Paid Surfacing Available For Sale,10000000.0,1.0,2.0,4.7,2127659.574468085,Cube Apartments,,,
Top Location 1 Kanal Near Central Park Designer House For Sale,118500000.0,5.0,5.0,20.0,5925000.0,DHA Defence Phase 2,,,
Top Of The Line Top Designer House For Sale,135000000.0,5.0,5.0,20.0,6750000.0,DHA Defence Phase 2,,,
Garden City  Zone 4 West House For Sale,165000000.0,,,72.0,2291666.6666666665,Bahria Garden City,,,
14 Marla Investor Price House In I-8 Is Available For Sale,107500000.0,6.0,6.0,14.0,7678571.428571428,,,,I-8
Newly Build Flat For Sale In Bahria Enclave,16000000.0,2.0,2.0,6.4,2500000.0,Bahria Enclave,,,
2150 Square Feet Flat For Sale In Bahria Enclave,27000000.0,3.0,3.0,9.6,2812500.0,Bahria Enclave,,,
Brand New Furnished Home with 5000 USD Is For SALE,345000000.0,5.0,6.0,22.0,15681818.181818182,,,,F-6
Livable Good Condition 400 Square Yard House Is For Sale,205000000.0,5.0,6.0,16.0,12812500.0,,,,F-6
House For Sale G9/1 Islamabad,50000000.0,4.0,4.0,6.7,7462686.567164179,G-9,,,G-9/1
10 MARLA DESIGNER HOUSE FOR SALE,38000000.0,5.0,7.0,10.0,3800000.0,Top City 1,,,
Single Bed Main Civic Corner Mdr,4723000.0,1.0,1.0,1.7,2778235.294117647,Faisal Hills,"Block A, Faisal Hills",,
HOUSE FOR SALE F-10,180000000.0,4.0,4.0,20.0,9000000.0,,,,F-10
30x60 Brand New Sun Face Luxurious Beautiful House Available for Sale in G-13 Islamabad On Main 50fit Rod on Front,67000000.0,5.0,6.0,8.0,8375000.0,,,,G-13
Luxurious 1 Kanal House For Sale In DHA Defence Phase 2 Islamabad,150000000.0,5.0,6.0,20.0,7500000.0,DHA Defence Phase 2,,,
3rd Floor D-Type Apartment PHA G 10 /2 Available For Sale,16500000.0,2.0,2.0,4.0,4125000.0,G-10,,,G-10/2
Like Brand New 7 Marla House For Sale In G13,50000000.0,7.0,6.0,7.0,7142857.142857143,,,,G-13
2 Bed Apartment Is Available For Sale In Park View City Islamabad,28000000.0,2.0,2.0,5.0,5600000.0,Park View City,"Downtown Block, Park View City",,
Flat Of 497 Square Feet In Park View City - Downtown Block Is Available,15000000.0,1.0,1.0,2.2,6818181.818181817,Park View City,"Downtown Block, Park View City",,
DHA 2 Islamabad 1 Kanal Full House Available For Sale,75000000.0,6.0,6.0,20.0,3750000.0,DHA Defence Phase 2,,,
G11/1 25*50 Very Beautiful House For Sale,50000000.0,4.0,4.0,5.5,9090909.090909092,G-11,,,G-11/1
Brand New Elegant House Available For sale Murre View Near to park,24500000.0,3.0,4.0,5.0,4900000.0,Bahria Enclave,,,
1 Bed Apartment For Sale In B17 Islamabad On Easy Installment,7073999.999999999,1.0,1.0,2.5,2829599.9999999995,,,,B-17
Park Tower 3 Beds Apartment For Sale,38500000.0,3.0,3.0,7.6,5065789.47368421,F-10,,,F-10
Investor Alert F-6 600 Syd 60*90 House 5Bed Rooms attached bathroom Drawing Dining Rooms Powder room TV Lounge Full Basement Hall 1 Master Bedroom room CDA transfer Corner Available For Sale,350000000.0,5.0,6.0,24.0,14583333.333333334,,,,F-6
Multi Gardens Capital Square Apartment 1125 Square Feet 2 Bed Apartment Available For Sale B 17 Islamabad,8800000.0,2.0,2.0,5.0,1760000.0,MPCHS,,,B-17
Multi Gardens Capital SQ 2 bed Apartments 1050 SQ feet For Sale in B17 Islamabad,8000000.0,2.0,2.0,4.7,1702127.659574468,MPCHS,"Block B, MPCHS",,
1Bed Apartment For Sale On Easy Installment Plan On The Main Location Of B17 Islamabad,5080000.0,1.0,1.0,1.8,2822222.222222222,B-17,,,B-17
House For Sale,25000000.0,3.0,3.0,10.0,2500000.0,Bani Gala,,,
Buy A 1200 Square Yards House For Sale In F-6/2,610000000.0,5.0,5.0,48.0,12708333.333333334,F-6,,,F-6/2
8 Marla Front Open House For Sale In G11.3,68500000.0,6.0,6.0,8.0,8562500.0,G-11,,,G-11/3
Studio Available for Easy Installment Plan,2100000.0,,1.0,1.0,2100000.0,E-16,,,E-16/3
"I-8/2, 35X80 Double Storey House For Sale Sun Facing",108500000.0,5.0,5.0,12.4,8750000.0,I-8,,,I-8/2
cda sector i-10/1 street no -65 house 150 series,26000000.0,3.0,3.0,4.0,6500000.0,I-10,,,I-10/1
1 KANAAL LUXURY HOUSE BRAND NEW,139000000.0,6.0,6.0,20.0,6950000.0,,,,G-13
"G-13 Brand New 500 Yds Architect Design Double Story House 6 Master Bedrooms Attached Stylish Bathrooms Two Drawing Dining Two TV Lounge Two American Style Kitchen With Dirty Kitchen , Store Two Sqtr Reasonable Price",169000000.0,8.0,7.0,20.0,8450000.0,,,,G-13
One kanal Useable Tripple Unit house is Available for sale in Dha Phase 02 Islamabad,75000000.0,9.0,7.0,20.0,3750000.0,DHA Defence Phase 2,,,
Brand New House For Sale,25000000.0,6.0,6.0,6.0,4166666.6666666665,Bani Gala,,,
"F-11/2: Brand New 9-Bedroom Fully-Furnished House - New 666 Yards, Full Basement, Price 30 Crores",300000000.0,9.0,7.0,26.0,11538461.538461538,F-11,,,F-11/2
Reserve A Centrally Located Prime Location House Of 4 Marla In D-12,43500000.0,4.0,4.0,4.0,10875000.0,,,,D-12
Contemporary Design 1 BHK Prime Location On Flexible Payment Plan,8761000.0,1.0,1.0,4.2,2085952.3809523808,DHA Valley,,,
Ultra Luxury Kanal Brand New Furnished House For Sale In Dha Phase 2 Islamabad,125000000.0,5.0,6.0,20.0,6250000.0,DHA Defence Phase 2,,,
F10/1 511syd Beautiful Renovated Fully furnished House For Sale,175000000.0,9.0,6.0,20.0,8750000.0,F-10,,,F-10/1
G13/3 Brand New 1 Kanal Designer House Available For Sale,170000000.0,3.0,3.0,20.0,8500000.0,G-13,,,G-13/3
11 Marla Defence Villa Available For Sale,38000000.0,3.0,4.0,11.0,3454545.4545454546,DHA Phase 1,,"Defence Villas, DHA Phase 1",
1 Kanal Single Storey House For Sale In Gulshan E Sehat. In E-18 Block F Islamabad.,32500000.0,3.0,4.0,20.0,1625000.0,E-18,,,E-18
"Luxurious 1 Kanal House For Sale In DHA Defence Phase 2, Islamabad!",137000000.0,5.0,6.0,20.0,6850000.0,DHA Defence Phase 2,,,
"Luxurious 1 Kanal Luxurious House For Sale In DHA Defence Phase 2, Islamabad!",128000000.0,6.0,6.0,20.0,6400000.0,DHA Defence Phase 2,,,
"Luxurious 1 Kanal House for Sale in DHA Defence Phase 2, Islamabad!",138000000.0,6.0,6.0,20.0,6900000.0,DHA Defence Phase 2,,,
"8 Marla Untouched House With 1.5 Marla Extra Land In The Back Yard In Lilly- A, DHA Homes",15200000.0,3.0,3.0,9.0,1688888.888888889,DHA Valley,,,
8 Marla Brand New (2nd To Corner) House For Sale In Oleander Sector- DHA Homes-DHA Phase 7,15000000.0,3.0,3.0,8.0,1875000.0,Oleander Sector,,,
Double Storey House Available For Sale In Soan Garden Islamabad Near To Highway,29500000.0,5.0,5.0,6.0,4916666.666666667,Soan Garden,,,
1 Kanal Owner Built Solid Triple Story Furnished Designer House,140000000.0,11.0,7.0,20.0,7000000.0,DHA Phase 1,,"Sector F, DHA Defence Phase 1",
Dha 2 One Kanal Owner Build Designer House Full Furnished House Prime Location Of Dha2,139000000.0,5.0,6.0,20.0,6950000.0,DHA Defence Phase 2,,,
10 Marla Furnished House For Sale In TopCity-1 With Solar System &Amp; Swimming Pool,46000000.0,5.0,6.0,10.0,4600000.0,Top City 1,"Block A, Top City 1",,
I-12/1 L-Block Park Face Corner E-Type Flat,5437000.0,2.0,2.0,3.2,1699062.5,I-12,,,I-12/1
Unique House Available For Sale,127500000.0,6.0,6.0,20.0,6375000.0,DHA Defence Phase 2,,,
South Facing Designer House Available For Sale,145000000.0,5.0,6.0,20.0,7250000.0,DHA Defence Phase 2,,,
"D-12 Brand New 500 YARD Architect Design Owner Build House Triple Storey House OPPOISTE MARGAALA HILLS Complete Imported Fitting And Fixtures 10 Master Bedrooms Drawing Dining , Powder Room SQTR REASONABLE PRICE",265000000.0,7.0,7.0,20.0,13250000.0,,,,D-12
Brand New Spanish Style House For Sale G-9/3,170000000.0,7.0,6.0,14.0,12142857.142857144,,,,G-9
1 Kanal House For Sale,85000000.0,6.0,6.0,20.0,4250000.0,Naval Anchorage,"Block L, Naval Anchorage",,
House For Sale In Islamabad,12000000.0,6.0,6.0,4.0,3000000.0,Burma Town,,,
5 Marla Luxury Brand New House For Sale,22000000.0,3.0,3.0,5.0,4400000.0,MPCHS,"Block F, MPCHS",,
5 MARLA HOUSE FOR SALE,27000000.0,3.0,4.0,5.0,5400000.0,Park View,"Block F, Park View City",,
A Palatial Residence For Sale In D-12,165000000.0,9.0,6.0,20.0,8250000.0,,,,D-12
2 Bed Apartment On Main Double Available For Sale In Gulshan E Sehat E-18 Block A In Kaka Khel Arcade Islamabad.,7000000.0,2.0,2.0,3.1,2258064.516129032,E-18,,,E-18
1 Kanal Brand New House Available. For Sale in E-11 Islamabad.,180000000.0,,,20.0,9000000.0,,,,E-11
8 Marla MDR Brand New House Available For Sale In Faisal Town Phase 1 Of Block B Islamabad Pakistan,39000000.0,5.0,6.0,8.0,4875000.0,Faisal Town Phase 1,"Block B, Faisal Town Phase 1",,
5 Marla Corner House For Sale In DHA Phase 7,7550000.0,2.0,2.0,5.0,1510000.0,Lilly Sector,"Block B, DHA Valley",,
"Main Boulevard Facing 8 Marla Double Storey House DHA Phase 7, Rawalpindi",15800000.0,3.0,3.0,8.0,1975000.0,Oleander Sector,,,
Investor Alert E-7 800 Sqyd Liveable House 4bedd/d TV Lounge Kitchen Front Open Best Location CDA Transfer,450000000.0,4.0,5.0,32.0,14062500.0,,,,E-7
666 Yards Extravagant Untouched House For Sale In G-14/4,185000000.0,8.0,7.0,26.0,7115384.615384615,G-14,,,G-14/4
4 Marla single story brand new house 2 bedrooms with attached 2 bathrooms/ one open kitchen drawing room car parking solid construction,7600000.0,2.0,2.0,4.0,1900000.0,Lehtrar Road,,,
30*50 cda transfer sun face house available in g-9/3,50000000.0,3.0,2.0,6.7,7462686.567164179,G-9,,,G-9/3
Brand New House Available For Sale,87500000.0,5.0,4.0,10.0,8750000.0,,,,D-12
A Decent House For Sale G-9,102500000.0,5.0,5.0,14.0,7321428.571428572,,,,G-9
Luxurious 2Bed Apartment in GoldcrestViews1 TowerD Margalla View & Rooftop Amenities DHA-2 Islamabad,27600000.0,2.0,2.0,6.8,4058823.529411764,Goldcrest Views,,,
Brand New House For Sale D-12/2,145000000.0,6.0,7.0,14.0,10357142.857142856,D-12,,,D-12/2
Stunning Prime Location 10 Marla House In Top City 1 - Block D Available,44900000.0,5.0,6.0,10.0,4490000.0,Top City 1,"Block D, Top City 1",,
1 Kanal Brand New Designer House For Sale In D H A Phase 2 Islamabad,95000000.0,6.0,6.0,20.0,4750000.0,DHA Defence Phase 2,,,
"Designer 1 Kanal Modern House For Sale In Multi Gardens B-17, Islamabad MPCHS",85000000.0,6.0,6.0,20.0,4250000.0,MPCHS,,,B-17
Ultra Modern House For Sale,125000000.0,5.0,6.0,20.0,6250000.0,DHA Defence Phase 2,,,
3 Bed B type PHA Appartment on Ground Floor For sale,10200000.0,3.0,3.0,6.6,1545454.5454545456,,,,I-16
"Three Bedroom Flat For Sale In Overseas Block Defence Residency near Giga Mall, DHA Phase 2 Islamabad",14500000.0,3.0,3.0,5.1,2843137.254901961,Defence Residency,,,
14 Marla House In I-8/2 Best Option,160000000.0,6.0,6.0,14.0,11428571.42857143,I-8,,,I-8/2
Spacious 20 Marla House Available For sale In DHA Phase 2 - Sector G,125000000.0,6.0,7.0,20.0,6250000.0,DHA Phase 2,,"Sector G, DHA Defence Phase 2",
6 MARLA CORNER TRIPLE STORY HOUSE 3700 AQ FT COVERED,53000000.0,6.0,5.0,6.0,8833333.333333334,DHA Phase 2,,"Sector J, DHA Defence Phase 2",
One Kanal Brand New Sun Face House For Sale In G13,160000000.0,7.0,7.0,20.0,8000000.0,,,,G-13
Luxurious 1 Kanal House In DHA Defence Phase 2,105000000.0,6.0,6.0,20.0,5250000.0,DHA Defence Phase 2,,,
"1 Kanal House For Sale DHA Phase 2, Islamabad",125000000.0,6.0,5.0,20.0,6250000.0,DHA Defence Phase 2,,,
14 Marla (40*80) Corner House For Sale in G-9/1 Islamabad.,125000000.0,6.0,7.0,14.0,8928571.42857143,G-9,,,G-9/1
Ground Floor Apartment For Sale,6500000.0,1.0,1.0,2.4,2708333.333333333,Meherban Colony,,,
"5 Marla Single Storey House For Sale Prime Location Near COMSATS University, Tarlai Kalan, Islamabad",11000000.0,3.0,3.0,5.0,2200000.0,Park Road,,,
"Two Bedroom Luxury Flat For Sale In Goldcrest Views 1 Tower A Near Giga Mall, World Trade Center DHA-2 Islamabad",25600000.0,2.0,2.0,6.0,4266666.666666667,Goldcrest Views,,,
Studio Apartment For Sale In Goldcrest Views 2 Tower B Near Giga Mall World Trade Center DHA 2 Islamabad,8100000.0,,1.0,2.1,3857142.857142857,Goldcrest Views,,,
30*50 CDA Transfer Front Open House Available In G-9/3,50000000.0,3.0,2.0,6.7,7462686.567164179,G-9,,,G-9/3
600 Square Yards Cda Transfer House Available In F-8/3,305000000.0,5.0,5.0,24.0,12708333.333333334,F-8,,,F-8/3
50*90 Cda Transfer Corner Sun Face House Available In G-10/3 On Good Location,140000000.0,5.0,5.0,20.0,7000000.0,G-10,,,G-10/3
Brand New 5 Marla House For Sale In Bahria Enclave Islamabad Sector H,25000000.0,4.0,4.0,5.0,5000000.0,Bahria Enclave,,,
Brand New 10 Marla House For Sale In Bahria Enclave Islamabad Sector C1,58000000.0,5.0,7.0,10.0,5800000.0,Bahria Enclave,,,
"Sumbal Road,& Ahmed Faraz Road Corner Bungalow For Sale In F-10, Islamabad. 1111 sq yards",400000000.0,11.0,7.0,44.0,9090909.090909092,,,,F-10
"House For Sale In Jodha Islamabad Near Golra Railway Station, Sarai Kharbuza & D-12 Sector Islamabad",8000000.0,4.0,4.0,4.0,2000000.0,Sarai Kharbuza,,,
2 Beds Apartment 3rd Floor,6500000.0,2.0,2.0,4.6,1413043.4782608696,Jinnah Gardens,,,
Luxury Apartment Of 2642 Square Feet For sale In The Centaurus,140000000.0,3.0,3.0,11.7,11965811.965811966,F-8,,,F-8
Find Your Ideal Flat In Islamabad Under Rs. 22500000,22500000.0,2.0,2.0,6.6,3409090.909090909,KMK Towers,,,
Prime Estate : 1 Kanal Contemporary Designer House(Gas Available) Ready For Sale In DHA DEFENCE PHASE 2,105000000.0,6.0,6.0,20.0,5250000.0,DHA Defence Phase 2,,,
South Face Designer House Available For Sale,139000000.0,5.0,6.0,20.0,6950000.0,DHA Phase 2,,"Sector B, DHA Defence Phase 2",
"Classic Designer House In Fmc - Faisal Margalla City, Multi Gardens B-17, Islamabad",39500000.0,5.0,5.0,8.0,4937500.0,,,,B-17
8.5 Marla House For Sale In Islamabad CDA Sector I 14,45500000.0,7.0,7.0,8.5,5352941.176470588,I-14,,,I-14/4
1 KANAL LUXURY DESIGNER BRAND NEW HOUSE FOR SALE IN G-13/2,165000000.0,8.0,7.0,20.0,8250000.0,G-13,,,G-13/2
CHANCE DEAL 2 BED BRAND NEW IN MARKAZ,5800000.0,2.0,2.0,3.6,1611111.111111111,,,,B-17
Ideally Located House Of 5 Marla Is Available For sale In Islamabad,35000000.0,4.0,5.0,5.0,7000000.0,MPCHS,,,B-17
Centrally Located House Available In Faisal Margalla City For Sale,27000000.0,4.0,5.0,5.0,5400000.0,B-17,,,B-17
Dha2 One kanal Owner Built Designer House,105000000.0,5.0,6.0,20.0,5250000.0,DHA Defence Phase 2,,,
1 Kanal Double Unit 6 Bed House At Very Reasonable Price,95000000.0,6.0,7.0,20.0,4750000.0,DHA Defence Phase 2,,,
Studio Apartment For Sale In Goldcrest Views 2 Tower B Near Giga Mall DHA 2 Islamabad,8990000.0,,1.0,2.4,3745833.3333333335,Goldcrest Views,,,
Studio Apartment For Sale In Goldcrest Views 1 Tower B Near Giga Mall DHA 2 Islamabad,10800000.0,,1.0,2.7,4000000.0,Goldcrest Views,,,
Studio Apartment For Sale In Goldcrest Views 1 Tower C Near Giga Mall DHA 2 Islamabad,10900000.0,,1.0,2.8,3892857.142857143,Goldcrest Views,,,
Spacious Corner Two Unit House For Sale In DHA Phase 5 Sector F Complete In June 2024 Near To Park,85000000.0,5.0,6.0,20.0,4250000.0,DHA Phase 5,,"Sector F, DHA Defence Phase 5",
1 Kanal Designer House,90000000.0,6.0,6.0,20.0,4500000.0,MPCHS,"Block A, MPCHS",,
"Gulberg Green Residential, I Block 7 Marla Double Storey Brand New House",48000000.0,4.0,5.0,7.0,6857142.857142857,Gulberg Residencia,"Block I, Gulberg Residencia",,
"Two Bedroom Flat For Sale In Defence Residency near Giga Mall, DHA Phase 2 Islamabad",7500000.0,2.0,2.0,3.6,2083333.3333333333,Defence Residency,,,
Furnished Service Apartment Available For Sale In DHA Phase 2,11399999.999999998,1.0,1.0,1.6,7124999.999999998,DHA Defence Phase 2,,,
Brand New 6 Bed Double Unit Kanal Bungalow,95000000.0,6.0,6.0,20.0,4750000.0,DHA Defence Phase 2,,,
Brand New Double Unit 6 Bed A+ Quality Construction Mansion,119000000.0,6.0,6.0,20.0,5950000.0,DHA Defence Phase 2,,,
Elegantly Designed 2 BHK Apartment In The Most Prime Location ON Installments,11100000.000000002,2.0,2.0,5.3,2094339.6226415096,DHA Defence Phase 2,,,
Modern 2 BHK Apartment 2.5 Year Payment Plan At The Most Accessible Location,11100000.000000002,2.0,2.0,5.3,2094339.6226415096,DHA Valley,,,
940 Sq Feet 1 BHK Modern Apartment On Impressive Installment Plan,8761000.0,1.0,1.0,4.2,2085952.3809523808,DHA Defence Phase 2,,,
"Beautiful Ideal Location House Walking Distance From Park, School And Market",38000000.0,5.0,6.0,10.0,3800000.0,Top City 1,,,
Solid Construction Used House Available For Sale,100000000.0,6.0,6.0,20.0,5000000.0,DHA Phase 2,,"Sector F, DHA Defence Phase 2",
Corner House With Basement Available For Sale,78000000.0,5.0,6.0,11.0,7090909.090909091,DHA Defence Phase 2,,,
I-10/2 Park Face House For Sale,46000000.0,4.0,4.0,6.0,7666666.666666667,I-10,,,I-10/2
Oleander Block A 8 Marla Home For Sale,15000000.0,3.0,3.0,8.0,1875000.0,Oleander Sector,"DHA Homes Block A, DHA Valley",,
10 Marla Corner House in Block D Top City Islamabad.,56500000.0,5.0,6.0,10.0,5650000.0,Top City 1,"Block D, Top City 1",,
10 Marla Double Unit Brand New House. Available For Sale in Top City Block A Islamabad.,44000000.0,4.0,6.0,10.0,4400000.0,Top City 1,"Block A, Top City 1",,
10 Marla House Is Available For Sale In Top City Block A Islamabad,45000000.0,5.0,,10.0,4500000.0,Top City 1,"Block A, Top City 1",,
Travertine Elevated Themed House For Sale,119000000.0,,,20.0,5950000.0,DHA Defence Phase 2,,,
East Park Facing and Sun Facing 10 Marla Brand New House For Sale 50 Wide Conform offer required,45000000.0,7.0,7.0,10.0,4500000.0,Top City 1,,,
1200 Sq Yd Street Corner House For Sale,600000000.0,10.0,6.0,48.0,12500000.0,,,,F-6
Prime Location House Available For Sale With Extra Land,340000000.0,6.0,6.0,40.0,8500000.0,,,,F-6
5 Marla Brand New Designer House Height Located House For Sale Sector H,24500000.0,3.0,4.0,5.0,4900000.0,Bahria Enclave,,,
Luxury Apartment For Sale In Top City 1 Islamabad,14000000.0,2.0,2.0,4.7,2978723.404255319,Top City 1,,,
Brand New 3 Kanal Hose Is Up For Sale,275000000.0,11.0,7.0,60.0,4583333.333333333,Bahria Garden City,,,
G11/3 The Arch 3bed Apartment For Sale,45000000.0,3.0,4.0,10.0,4500000.0,G-11/3,,,G-11/3
Nora Residences 2 BHK Modern Apartment On Installment Plan,11700000.0,2.0,2.0,5.5,2127272.727272727,NORA Residences,,,
2 Bed Apartment Main GT Road,10800000.0,2.0,2.0,4.6,2347826.086956522,NORA Residences,,,
2 BHK Contemporary Apartment On Main GT Road,11100000.000000002,2.0,2.0,5.3,2094339.6226415096,NORA Residences,,,
810 Square Feet 1 Bed Apartment Prime Location On Installments,7856999.999999999,1.0,1.0,3.6,2182499.9999999995,DHA Defence Phase 5,,,
2 Bed Luxury Apartment In NORA Residences Main GT Road For Sale,11100000.000000002,2.0,2.0,5.3,2094339.6226415096,NORA Residences,,,
Brand New Spectacular A+ Designer Kanal Dream House,139000000.0,5.0,6.0,20.0,6950000.0,DHA Defence Phase 2,,,
3 Bedroom Luxury Apartment Available For Sale,29000000.0,3.0,4.0,12.4,2338709.6774193547,"Askari Heights 4, DHA Phase 5",,,
Contemporary Designed 1 Kanal Brand New House Ready For Sale In DHA DEFENCE PHASE 2,125000000.0,6.0,6.0,20.0,6250000.0,DHA Defence Phase 2,,,
Gulberg Islamabad Main Road 1 Kanal House For Sale,100000000.0,8.0,6.0,20.0,5000000.0,Gulberg Residencia,"Block E, Gulberg Residencia",,
7 Marla House For sale In Islamabad,35000000.0,7.0,,7.0,5000000.0,Jinnah Gardens,,,
The Arabian Themed Brand New Fully Furnished Designer Farm House For Sale In Gulberg Greens Islamabad,390000000.0,8.0,7.0,100.0,3900000.0,Gulberg Greens,"Block D, Gulberg Greens",,
5 Marla Brand New Luxury Double Story House For Sale,65000000.0,4.0,5.0,5.0,13000000.0,D-12,,,D-12/4
Well-Constructed Brand New House Available For Sale In E-11/2,165000000.0,5.0,6.0,20.0,8250000.0,E-11,,,E-11/2
"South Facing Brand new House For Sale Heighted Near The park Mosque, Market School Walking Distance Water Filtration Top City 1 Islamabad",37900000.0,5.0,6.0,10.0,3790000.0,Top City 1,,,
Beautiful Double Unit Designer House Available For Sale In Dha 1,50000000.0,5.0,6.0,10.0,5000000.0,DHA Defence Phase 1,,,
E-11 TWO BEDROOM APARTMENT AVAILABLE FOR SALE.,11500000.0,2.0,2.0,4.0,2875000.0,,,,E-11
8 MARLA CORNER DOUBLE UNIT HOUSE FOR SALE | SLIGHTLY USED | NEAR TO PARK,36000000.0,5.0,6.0,8.0,4500000.0,CBR Town Phase 1,"Block C, CBR Town Phase 1",,
Askari Heights 4 3 Bed Flat For Sale,23900000.0,3.0,3.0,10.0,2390000.0,"Askari Heights 4, DHA Phase 5",,,
Investor Price House Available For Sale In F6/3,550000000.0,6.0,6.0,40.0,13750000.0,F-6,,,F-6/3
Warda Humna Gorgeous On Excellent Location 1650 Square Feet Flat For Sale Available In Warda Hamna Residencia 3,32500000.0,2.0,2.0,7.3,4452054.794520548,G-11/3,,,G-11/3
5 Marla Park facing House Available for sale in Bahria Enclave Sector G Islamabad,25000000.0,4.0,4.0,5.0,5000000.0,Bahria Enclave,,,
Beautiful 10 Marla House Solid Location House Available For Sale (Non Furnished),44500000.0,5.0,5.0,10.0,4450000.0,Bahria Enclave,,,
30+60 Brand new House For Sale in G13/1 Islamabad,65000000.0,5.0,6.0,7.0,9285714.285714284,G-13,,,G-13/2
5 Marla 2.5 Storey House For Sale,20000000.0,5.0,6.0,5.0,4000000.0,Ghauri Town Phase 4A,,,
Arabian Architecture: 1 Kanal House Ready For Sale In DHA Phase 2,85000000.0,6.0,6.0,20.0,4250000.0,DHA Defence Phase 2,,,
DHA LEGACY : 1 Kanal Brand New Double Unit House Ready For Sale In DHA DEFENCE PHASE 2,95000000.0,6.0,6.0,20.0,4750000.0,DHA Defence Phase 2,,,
Sleek Design 1 Kanal House Available For Sale In DHA DEFENCE PHASE 2,100000000.0,5.0,6.0,20.0,5000000.0,DHA Defence Phase 2,,,
Bahria Enclave Islamabad 3 Bed Apartment In Fully Residential And Family Oriented For Sale At Investor Rate,14000000.0,3.0,2.0,7.5,1866666.6666666667,Bahria Enclave,,,
